processed,original,drive_relevance,weed_relevance,forum,support
love driving bake bake driving bake drive notice car really high tool break benjamin catch intyo song speed bitlol," i love driving baked, and getting baked and driving, and getting baked after driving. i notice when im in my car really high i will listen to TOOL or Breaking Benjamin and will catch myself getting intyo the song and speeding a bit.lol † ",1,4,cannabis,1
quote name howtobuildabong definitely less concentration tho quote ehh well depend person drive like fuckin soccer mom high," [quote name='""howtobuildabong""']definitely have less concentration tho[/quote] Ehh well again, it depends on the person. I drive like a fuckin soccer mom when I'm high † ",1,1,grasscity,1
always conceal stash lol guy funny mississippi steve probably little paranoid us reason sure really save constant car smoker trip jail nt blame best not drive high time must marijuana car want smoke later time want keep person eat necessary eat quarter not hard especially motivation not slammer never keep trunk gas tank opening not airtight dog smell extremely easily keep low center vehicle possible preferable multiple plastic bag perhaps submerge bottle thai fish sauce thwart dog nose something similar dumb pot car eat anyways often safe nt blaze drive not arrest suspicion dui dwi waste high since not totally relax road," Always conceal your stash. Lol, that guy is funny. Mississippi Steve is probably a little more paranoid than us and he has his reasons im sure, but he really is trying to save all you constant car smokers a trip to jail, dont blame him. Its best not to drive while high, but there are times when there must be marijuana in the car if you want to smoke it later. During these times you want to keep it on your person and eat it if necessary. Eating a quarter is not hard if especially if youre motivation is not going to the slammer. I would never keep it in the trunk or in the gas tank opening, they are not airtight and dogs can smell it extremely easily. Keep it as low and to the center of the vehicle as possible, preferable in multiple plastic bags and perhaps submerged in a bottle of Thai Fish sauce to thwart dog noses, or something similar. Its dumb to have pot in the car(more than you can eat anyways)more often than you have to. Be safe. Dont blaze up and drive, not only can they arrest you on suspicion of DUI or DWI, its also a waste of a high since you cannot totally relax on the road. † ",3,4,cannabis,0
laxfunguy let start experienced smoker smoke weed year every day last year last night baked drive home blare live phish guelah papyrus lay head againt head rest amazing body high ever good ten second felt though body experience ever happen guys click expand hope not drive," LAXfunguy said: Let me start off by saying that I am a very experienced smoker, I have been smoking weed for four years and every day for the last year or so. Last night I got very baked and as we were driving home we were blaring live Phish.  As we were listening to Guelah Papyrus I laid my head back againt the head rest and had the most amazing body high ever.  For a good ten seconds it felt as though I was having an out of body experience. Has this ever happened to any of you guys?Click to expand... I hope you weren't driving! † ",2,1,cannabis,0
know patient passenger sfgate recent study national quote provider online car insurance quote cite strong correlation traffic relate accident marijuana study look statistic regard accident traffic violation insurance price seek dispel thought drive stone dangerous study point significant effect marijuana operate motor vehicle slow driving insurance co reference study us national highway transportation safety administration nhtsa drive slower arguably positive thing drive influence marijuana might even safe driver similar study nhtsa show driver thc active ingredient marijuana system accident responsibility rate drug free driver click expand,I know it makes me a more patient passenger S.F.Gate In a recent study a national quote provider for an online car insurance quotes cites a strong correlation between traffic-related accidents and marijuana use The study which looks at statistics regarding accidents traffic violations and insurance prices seeks to dispel the thought that driving while stoned is dangerous The study points out that the only significant effect that marijuana has on operating a motor vehicle is slower driving The Insurance CO. says while referencing a study by the US National Highway Transportation Safety Administration NHTSA that driving slower is arguably a positive thing and that driving under the influence of marijuana might even make you a safer driver A similar study by the NHTSA shows that drivers with THC the active ingredient in marijuana in their system have accident responsibility rates below that of drug free drivers.Click to expand,6,5,marijuana,1
not hundred accident due mj along personally experience drive high notice drive ability bad sober definitely give argument validity thing not not not,why would you do it I see it as more of a why would n't you do it If I had seen hundreds of accidents due to MJ use along with personally experiencing driving high and noticing my driving ability was worse then sober I could definitely give your why would you do it argument validity But the thing is that I have n't So I do n't see why I shouldn't..,2,1,marijuana,0
drive high everyday nobody long clear eye drive slower high blast music zone safe drive sober drive drunk feel control spacey awful," I drive high everyday.. Nobody can tell as long as I have my clear eyes in. I drive slower high and just blast the music and get in the zone.. Just as safe as driving sober for me. Driving drunk I feel so out of control and spacey, it's awful. † ",4,2,grasscity,1
agree weiisky need comfortable high skill new smoking definitely not drive smoke everyday high normal drive around smoke time feel completely comfortable not cocky need honest head sense irresponsible let us head responsible stoner not handle reaction not tokin sleaf puff puff pas man liplick,I agree with Weiisky you need to be comfortable with your high and your skills If your new to smoking definitely do n't drive I smoke everyday so being high is normal to me I drive around and smoke all the time I feel completely comfortable You ca n't be cocky about yourself you need to be honest and use your head There 's no sense in being irresponsible so let 's all use our heads and be responsible stoners If you ca n't handle the reaction do n't be a tokin sleaf puff puff pass man liplick,2,3,marijuana,1
thewizard not drive like shit not drive high honestly sound like good idea drive high purpose smoke weed majority users mmj patient aside obviously high obviously state impairment impairmentdriving bad idea yes high driving less dangerous drunk driving not mean either smart tired hear people justify high driving irresponsible immature click expand credential justify pass judgement action whole," TheWizard said: I don't drive like shit. I just don't drive high. Honestly, how does it sound like a good idea to you to drive high? The purpose of smoking weed for the majority of users(mmj patients aside, obviously) is to get high, which is obviously a state of impairment. Impairment+driving= A BAD IDEA. Yes, high driving is less dangerous than drunk driving, but that doesn't mean that either are smart. I'm tired of hearing people try to justify high driving. It's irresponsible and immature.Click to expand... What credentials do you have to justify you passing judgement on our actions as a whole? † ",3,5,grasscity,1
headshot11 cop approach act normal polite search car politely charge anything not busy need remind not consent search usually not call k9 unit click expand cop not charge anything yet search car usually happen search cop hand stash cop search car not consent reasonable suspicion search anyway sniff perimeter car canine unit not consider search not consent dog anyway dog alert anything cop probable cause search vehicle step car roll window lock door car not peek snout car click expand not look extremely suspicious rain something yeah ahead roll window not look strange roll window step car lock cop know something act normal best thing avoid drive anything want drive smoke sure handle drive high bring absolute minimum amount stuff roll joint smoke toss roach window cop pull evidence charge possession,headshot11 said When a cop approaches you act normal Very polite and if he asks to search your car ask him politely if hes charging you with anything If hes not tell him you 're busy and you need to go Just remind him you do n't consent to a searches and usually would n't call a K9 unit to it.Click to expand A cop does n't have to be charging you with anything yet to search your car That usually happens after the search once the cop has his hands on your stash If a cop asks you to search your car you can tell him you do not consent but if he has reasonable suspicion to search he will anyway A sniff of the perimeter of your car by the canine unit is n't considered a search You do n't have to consent to the use of the dog they can use it anyway Once the dog alerts to anything the cops then have probable cause to search your vehicle If he asks you to step out of the car roll up the window lock the door and get out of the car So he wo n't peek his snout in your car.Click to expand Do n't do this you will look extremely suspicious If it is raining or something then yeah go ahead and roll up the window because that wo n't look strange But if you roll up your window then step out of your car and lock it the cops will know something is up Just act normal Best thing to do avoid driving with anything on you If you want to drive and smoke do so only if you are sure you can handle driving high and only bring the absolute minimum amount of stuff with you Roll a joint or two smoke them and then toss the roaches out the window If a cop pulls you over after that he 'll have no evidence to charge you with possession,3,2,marijuana,0
drive probably every time ever smoke not even close accident know people bowl drivel like shit different everyone guess," I've driven probably 2 out of every 3 times I've ever smoked and not even been close to an accident, but I know people who after 1 bowl drivel like shit. It's different for everyone I guess. † ",1,1,grasscity,1
edit ill put short version first time smoke quater bong b4 police station min drive away n really stone fucked long version lol really badly write sooooo stoned lol 1125am wake hour ago n nice ammount smoke n bevvies lol police station day bail abh shit anyways let mum take care date day bail court report police station refferal order subject ai nt lol hold ill sort start split quater mate morning n start smoke around pretttty high n feel nice jointsmile my7 mum police station bail thingy lol ca nt figure bail bail bail bail nt place confusing soz story decide not smoke next hour pretty stone already really lose intrest story lol gona sound sooo shit cause main part cba in2 detail looool take almnost half hour cause keep distract anyways yer nt smoke hour b4 bail decide quick bong bad idea lol car mum start drive felt bong nicley mum start look look terrible n look really stone lol bad run eye drop crazy red eye police station talk man behind desk abit gona parade next week whoile print paper work sit lil room n mum sit room n sudden feel really stone mum still bad look yeah lmao forgotte talk cunstable bloke behind desk excuse eye n start police officer nt swimming ect cause always mess eye lol cause mad paranoia lol think hear pig outside room smell something lol like ffs ca nt deal lol lil room n collect papaers talk cunstable n not act look stone lol always bad give paper n leave lol lol much fucking effort duno bother lol nt think sence either think finish quick turn nt recreational section story section lounge experience feel like really big waste time n still type wtf lol submit new thread," EDit: ill put the short version first this time. I smoked a quater then done a bong b4 i went to the police station (10-15 min drive away) got in there n was really stoned. Now for the fucked up long version lol This is going to be really badly written because im sooooo stoned lol its 11:25am i woke up a hour ago n ive had a nice ammount to smoke n a few bevvies lol i had to go to the police station the other day because i was on bail for some abh shit...anyways i let my mum take care of the dates so she just tells me the day before when i have bail/court or have to report to the police station for my refferal order. (im going of subject now aint i lol) hold on ill sort of start again I went splits on a quater with one of my mates in the morning n we started smoking at around 12, by about 5 im pretttty high n feeling nice :jointsmile: Then my7 mum comes in to tell me i have got to go to the police station at 6 for my bail thingy lol (i cant figure out how to say bail, i had to go to bail...i was on bail..but bail isnt a place ((could get confusing soz)) back to the story) so i decided not to smoke for the next hour because i was pretty stoned already. (ive really lost intrest in this story lol so its gona sound sooo shit cause the main part is coming up but i cba to go in2 detail   looool this has taken almnost half an hour cause i keep getting distracted) anyways yer so i didnt smoke for an hour b4 i went to bail but just before i decided to have a quick bong, bad idea lol, got in the car with my mum started driving felt the bong coming on nicley Mum starts looking at me telling me i look terrible n that i look really stoned lol to make it worse i had run out of eye drops so i had crazy red eye. So we get into the police station i talk to the man behind the desk for abit tells me im gona have to be in a id parade next week. Whoile he prints of the paper work we have to sit in a lil room (me n ma mum)  . So were sitting in the room n all of a sudden i feel really stoned, my mums still telling me how bad i look (o yeah lmao i forgotte! when i was talking to the cunstable bloke behind the desk she tried to make a excuse for ma eyes n started saying to 1 of the police officers about how i shouldnt have gone swimming ect..cause it always messes up ma eyes lol!) so thats just causing mad paranoia lol, then i think i hear one of the pigs outside the room say he can smell something on me lol so im like ffs i cant be dealing with this lol. We come out of the lil room n collect the papaers, i have to talk to the cunstable again n im trying not to act/look to stoned lol (always makes it worse) he gives me my papers n i leave lol. lol that was so much fucking effort i duno why i bothered lol i dont think its going to make any sence either, i thought i was going to finish it quick but turns out i didnt now does this go in the recreational section, stories section, lounge or experiences? This feels like a really big waste of time now n im still typing .. WTF am i doing lol Submit new thread! † ",2,6,cannabis,0
crazy driver blaze not dosnt really fase uncontrolled drug addiction pot bust station excuse car pile cause willing rehab avoid fine jail hahahahaha oh australia pig bring random drug testing like random breath testing state though shit like cuz park ride hill catch sunset down river spot fishing many thing tend bit boring smokin every day home hey," im a crazy driver when blazed or not, so dosnt really fase me, i will just use my ""uncontrolled drug addiction"" and the pot i found at the bust station as my excuse for the 5 car pile up i have just caused. and will be willing to go to rehab to avoid fines and jail..........hahahahaha. oh and here in australia the pigs are trying to bring in random drug testing just like random breath testing.....  only in some states though, how shit is that, but i like doing it cuz you get to park your ride on a hill catching the sunset or down by the river doing a spot of fishing, and many more things tends to get a bit boring smokin every day at home.. hey † ",1,1,cannabis,1
drive stone fuck blowin red light stop sign like tomorrah nigggaz well scurred fuck road u betta recognize stop front people cause accident like swerve people freak em mere inch steal thurr life typical hs stoner," I drive stoned as fuck, Blowin through red lights and stop signs like no tomorrah, All yall nigggaz better be scurred as fuck... when im on the road u betta recognize. I also stop in front of people and try to cause accidents, And i like to swerve at people to freak em out, coming mere inches from stealing thurr lives. The typical HS stoner^ † ",1,2,grasscity,1
never afraid drive gon na tommorrow bowl weak mids," ive never done it because im afraid of driving. but im gonna try it tommorrow, but just 1 or 2 bowls of some weak mids i got. † ",1,1,cannabis,1
jamstigator really sorry hear really devastating disturbing almost cry read love mom drink drive time whole life always think fine drive smoke drive time mainly pretty much stone time time smoke car road trip long commute somewhere otherwise smoke home home people house not problem place smoke not need smoke drive although remember day not start drive smoke probably good year heavily smoke marijuana not feel comfortable seriously chronic weed smoker drive stone not anything really ordinary drive year never kind accident fact feel stone drive aware surroundings observe," Jamstigator, I am really sorry to hear that.  That is really devastating and disturbing, I almost cried while reading it..I love my mom, she drinks and drives all the time; as she has done so my whole life.  She always thinks shes fine to drive. I smoke and drive all the time, mainly because I pretty much am stoned all the time.  The only time I will smoke IN my car is on road trips or a long commute somewhere.  Otherwise, I smoke at home, and only at home.  Or other peoples houses, I don't have a problem finding a place to smoke, so I don't need to smoke and drive.  Although I do remember the days.... I didn't start driving when I smoked until probably a good year or so of heavily smoking Marijuana.  I didn't feel comfortable, now that I am a seriously chronic weed smoker...driving while stoned isn't anything really out of the ordinary.  I have been driving for 5 years and never been in any kind of accident, in fact I do feel that when I am stoned and driving I am more aware of my surroundings and I do observe more. † ",8,4,cannabis,1
well certainly interesting know mention couple scientific study article probably worth look never drive high know people every day never problem know eventually might drive high nice hear not impaired drink alcohol still best abstain unless absolutely need really not smart idea blast behind wheel matter," Well, it's certainly interesting. I know they mentioned a couple other scientific studies in the article which are probably worth looking into. I've never driven high, but I know people that do it every day, and they've never had a problem. I know eventually I might have to drive high, and it's nice to hear that you aren't as impaired as if you drank alcohol. I would still say that it's best to abstain from it, unless you absolutely need to. It's really not the smartest idea to get blasted and get behind the wheel, no matter who you are. † ",2,2,grasscity,0
drive stone time long drive house chicago upwards min play sublime smoke bowl super alert cop memorize light configuration police vehicle drive certian pace know whose around time," i drive stoned all the time. its a long drive from my house to chicago(upwards of 90 mins) so i play some sublime and smoke a few bowls. I am super alert to all cops. ive memorized the light configuration of all police vehicles, and i drive at a certian pace so that i know whose around me at all times. † ",3,2,cannabis,1
blunt easy way prevent not let anything distract especially music click expand even easy way high home someplace not drive awhile," Blunt . said: There are easy ways to prevent this. Just don't let anything distract you, especially the music.Click to expand... There's an even easier way. Get high at home or someplace where you don't have to drive for awhile † ",1,1,grasscity,0
bfitz99 lol anywho respond something like ur fuckin bitch lol almost think dangerous drive talk phone drive ur stone like phone kinda stop pay attention driving subconcious drive phone kinda like lol sober haha guess us drive high talk phone buts still situation meclick expand qft drive talk cell way dangerous least anyway," Bfitz99 said: lol...anywho says that to me i respond with something like ""ur a fuckin bitch"" lol...i almost think it is more dangerous to drive and talk on the phone then drive when ur stoned..like when im on the phone i kinda stop paying attention to my driving and my subconcious drives...when i get off the phone im just kinda like...""how did i get here? lol"" and thats when im sober haha. but i guess all of us have drove high and also talked on the phone...buts its still the same situation for meClick to expand... qft. driving while talking on the cell is way more dangerous... at least for me anyway. † ",5,2,grasscity,1
not anything not arrest possesion drive catch driving fuck cop think stone might charge duo duo sleep deprive even talk phone accident texas not sure anywhere else," If they don't find anything on you they can't arrest you for possesion.  But, if you are driving when you are caught and your driving was fucked up, and the cop thinks you are stoned, he might try and charge you with dui.  You can get dui for being sleep deprived, or even if you are talking on the phone and you get in an accident(in texas that is, i'm not sure about anywhere else). † ",1,1,cannabis,0
not many risk not like risk pull weed burning not like chance high not feel comfortable drive take joint small blunt something easily ditch eat second light first flash not cop walk always drink handy wash down never ride para not eat pipe whether toking not place pipe residue ticket bad ride j down low not advertize shit window cool way away know difference weed smoke tobacco smoke never ride smoke weight smart break law time hold toking obey traffic law every single matter stupid check headlight break light tire fluid leave not stress thing paragraph enough people pull bust issue otherwise nothing fix ticket last certainly not least not something want start absolutely need know react certain amount weed tolerance react general not want retarded high drive need sure handle shit joke people life stake whole pain even remotely safe even bit bad luck bust not worth maybe different ohohohoh forget another important thing stay freeway highway hp fuck rape way well pd hp," I don't, too many risks. I don't like the risk of getting pulled over with weed burning! I don't like the chance of getting too high and not feeling comfortable driving. But if you're going to do it, only take a joint or small blunt. Something you can easily ditch or eat in about two seconds (when the lights first flash, not when the cop is walking up). Always have a drink handy to wash it down. Never ride with para. You can't eat a pipe and whether you're toking or not, in most places a pipe with any residue is a ticket or worse. Also ride with the J down low, don't be advertizing that shit out the window. And be cool. From a ways away no one knows the difference between weed smoke and tobacco smoke. And never ride with more than you're going to smoke. No weight. Be smart and only break one law at a time. If you're holding or toking, obey ALL traffic laws. All of them, every single one. No matter how stupid. Also check your headlights, break lights, tires, and fluids before you leave. I can't stress the things in this paragraph enough! Most people get pulled over and busted because of issues that would have otherwise been nothing but a fix it ticket. Last but certainly not least, this is not something you want to do when you've just started out. You absolutely need to know how you react to certain amounts of weed, your tolerance, and how you react in general. You don't want to get retarded high while driving. You need to be sure you can handle your shit. This is no joke, other people's lives are at stake. Now you see the whole pain in the ass it is to be even remotely safe? Even then you can have a bit of bad luck and get busted. It's not worth it to me. Maybe you're different. OHOHOHOH!!!! I forgot another important thing, stay OFF freeways and highways. The HP will fucking rape your ass. You're way better off with PD than HP. † ",2,5,grasscity,0
sierra twist prefer cruise road high need drive fast already relaxed state mind anyway click expand haha way drive slow drive truck car design thing speed although drive town jetta kinda drive mach slow car sit inch ground well tacoma road riddle pothole already take oilpan rip front lip damn near tear exhaust time,Sierra Twist said I prefer to just cruise on the road when I 'm high No need to drive fast for me I 'm already in a relaxed state of mind anyway.Click to expand haha only way im driving slow is if i 'm driving my truck both my car 's are designed for one thing speed although when driving through town in my jetta i kinda have to drive at mach slow my car sits about inches off the ground and well tacoma road 's are riddled with potholes already taken out one oilpan ripped off a front lip and damn near tore my exhaust off at one time,5,1,marijuana,1
drive stone not something need guide feel comfortable drive stone feel though need read guide probably much good not drive," Driving stoned is not something you should need a guide for. If you feel comfortable driving while stoned, go for it. If you feel as though you need to read a guide on how to do it, then you're probably much better off not driving. † ",3,2,grasscity,1
jesus christ hard not high drive especially not know drive first place learn drive first feel comfortable think high driving," Jesus Christ, is it THAT hard not to get high when driving? Especially when you don't know how to drive in the first place? Learn to drive first. Then when you feel comfortable, you can think about getting high and driving. † ",3,2,grasscity,1
blunt u drive cuz u bowl drive,or blunt u driving to get there or what cuz u could do a bowl while driving,2,1,marijuana,1
nt drive stone least drive less stone drive little stoned probably not hurt drive bake mind extremely bad idea time longer remember red mean stop time simply not drive car driving impair matter bad idea kill arrest,Dont drive stoned or at least drive less stoned While driving a little stoned is probably not going to hurt you driving baked out of your mind is an extremely bad idea Any time you can no longer remember that red means stop is a time you simply should not be driving a car Driving when you 're that impaired no matter what by is a bad idea you are asking to get yourself killed or arrested,5,3,marijuana,0
irayone drive car cop smell sure dui arrest card holder way catch cal otherwise smoke court house step however drive convertable problem smell keep mouth wash eyedrop car well extra precaution keep car ditch hide everything else ever cop pull reason anything want probable cause happy motoring click expand well live bama norml al not law regard drug driving still not totally sure always mouthwash eye drop type cologne usually sort air purifier far cop pull anything trust time cop town know car really matter keep plain sight not pull pull confident ability hide substance remember not illegal smell like marijuana illegal posses marijuana," irayone said: Driving in the car where a cop can smell is a sure DUI and arrest. I am a card holder and this is the only way I can get caught. (Here in Cal.) Otherwise I can smoke on the court house steps. However I drive a convertable so there is no problem with smell. Keep mouth wash and eyedrops in your car as well for extra precaution. Only keep in the car what you can ditch. Hide everything else where ever you can. The cops can pull you over for any reason and do anything they want for probable cause. HAPPY MOTORING!!!!!Click to expand... Well, I live in Bama and NORML says that AL does not have any laws regarding drugged driving, but I am still not totally sure. I always have mouthwash, eye drops, two types of cologne, and usually have some sort of air purifier. As far as cops pulling you over for ANYTHING, trust me I used to get this all the time. I'd say MOST the cops here in this town know my car, so its really a matter of keeping it out of plain sight, and not getting pulled over. If pulled over, I am confident in my ability to hide the substance. Remember, it is not illegal to smell like marijuana, it is illegal to posses marijuana. † ",3,2,grasscity,0
drive around high lot hell choke car lot graduate job not either, used to drive around high a lot. hell used to choke out my car a lot. now i graduated and got a job so i i don't do either. † ,1,1,grasscity,0
definitely agree high less attentive road moment generally drive fine high, I would definitely agree that being high makes me less attentive of the road at moments. But generally I can drive fine when I'm high. † ,1,2,grasscity,1
well boy drive around today blaze ridin shotgun god not drive shit, Well my boy was driving around today blazed with me ridin' shotgun. And my god he couldn't drive for shit. † ,2,1,grasscity,0
everytime step car blaze much part life not even notice love nice cool c mellow jam not drink drive though not cool, Everytime I step into the car I am 100% blazed but it is so much part of my life now that I don't even notice.. I love it with some nice cool A/C and some mellow jams. I will not drink and drive though. Not cool at all. † ,1,1,grasscity,1
idk ppl hard never drive high multiple friend drive em high whenever drive high never complain," idk y ppl say its that hard, ive never driven 1 high, but i have multiple friends who drive em high whenever they drive (high) over here, and have never complained † ",3,3,grasscity,1
orgazmatron drive bud tasty bowl point toking career classify stage rookie stop red light want let brake pump jerk car attempt pretty easy manuever accidently pump gas take head slam rest felt like front end lift ground know thinking sick wheelie rright wrong car nt leave ground end break hard middle intersection initially stop classic stage error click expand thanks story bro careful man iv never personaly know break clutch gas stand nt silly mistake like sure easy enough truely high rookie aware man especialy busy intersection end pretty bad everyone else sure share story want thread long term story telling thread," Orgazmatron said: So im driving with my bud and we just got done with a tasty bowl. At this point in my toking career i would classify myself as stage 4 rookie. I stop at a red light and i wanted to let off the brakes and then pump them to jerk the car back. As i attempted this pretty easy manuever i accidently pumped the gas and we took off. Both our heads slammed back into our rests and i felt like the front end had lifted off the ground. I know what your all thinking, sick ass wheelie rright? Wrong, the car didnt left off the ground and i ended up breaking hard in the middle of the intersection we had initially stopped at. All in all...classic stage 4 error.Click to expand... Thanks for the story bro!! and you have to be careful man, iv never personaly done that i know where my break clutch and gas stands at so i dont make silly mistakes like that but im sure it is easy enough done if your truely high and a rookie as you said. Just be aware man especialy at a busy intersection! that could have ended pretty bad. EVERYONE ELSE BE SURE TO SHARE YOUR STORIES !! I WANT THIS THREAD A LONG TERM STORY TELLING THREAD † ",1,3,grasscity,0
idk drive rid bike freeking awesome live downtown charleston need drive bike alot high much fun," idk about driving but riding a bike it freeking awesome . i live in downtown charleston so theres no need for me to drive, but i bike alot high and its so much fun! † ",2,1,grasscity,1
glad live colorado not arizona per se state maybe lucky enough colorado dui drug duid drive influence drugs colorado illegal drive meet legal definition influence drug law consider influence ability drive substantially impaired difference whether drug cause effect illegal drug lawfully obtain prescription drug conviction driving influence drug lead penalty drive influence alcohol dui case base drug often good defense case dui per se statute not prosecutor since law prohibit alcohol level not drug level person blood mean district attorney must evidence prove drive ability substantially impaired usually officer testimony appearance demeanor mistake road duid case usually involve urine blood test result show level drug content blood however district attorney may trouble prove guilty specific blood content legally establish guilt unlike alcohol case number like objectively measure impairment drug take drug relate dui case trial likely recommend toxicologist expert witness expert explain jury specific blood level drug not correspond impairment individual tolerance drug vary greatly far drug may detect blood result drug long date drive therefore may effect ability drive officer arrest not certify drug recognition expert lawyer prohibit testify observation level drug impairment least officer lack specific training diminish credibility testimony case drug locate car officer unqualified uncertified opinion may not enough prove guilty dui charge base combination alcohol drug case prosecutor not show specific blood level either alcohol drug ability drive substantially impair combination dui drug duid drive influence drug base impairment not fact system look stone simple roadside sobriety test confirm impairment,I 'm glad I live in Colorado and not Arizona or one of the other per se states Maybe you are lucky enough to be in Colorado DUI Drugs DUID or Driving Under the Influence of Drugs In Colorado it is illegal to drive if you meet the legal definition of being under the influence of drugs Under the law you are considered to be under the influence if your ability to drive is substantially impaired It makes no difference whether the drugs causing this effect are illegal drugs or lawfully obtained prescription drugs A conviction for the driving under the influence of drugs will lead to the same penalties as driving under the influence of alcohol DUI cases that are based on drugs are often good defense cases The DUI Per Se statute can not be used by the prosecutor since that law only prohibits an alcohol level not a drug level in a person 's blood This means that the District Attorney must use other evidence to prove that your driving ability was substantially impaired usually the officer 's testimony about your appearance and demeanor and mistakes you made while on the road DUID cases usually involve urine or blood test results that show some level of drug content in your blood However the District Attorney may have trouble proving you guilty because no specific blood content legally establishes guilt Unlike alcohol cases there is no number like that objectively measures impairment from drugs If you take a drug-related DUI case to trial we will likely recommend the use of a toxicologist as an expert witness This expert would explain to the jury that a specific blood level of a drug does not correspond with impairment and that each individual 's tolerance to a drug varies greatly Further the drug may be detected in your blood as a result of drug use long before the date on which you were driving and therefore may have had no effect on your ability to drive If the officer that arrested you was not a certified Drug Recognition Expert your lawyer can try to prohibit him from testifying to his observations about your level of drug impairment At the least the officer 's lack of specific training will diminish the credibility of his testimony In cases where no drugs were located in your car the officer 's unqualified and uncertified opinion may not be enough to prove you guilty A DUI charge can also be based on a combination of both alcohol and drugs In such a case the prosecutor would not have to show a specific blood level of either alcohol or drugs but only that your ability to drive was substantially impaired by the combination of both DUI Drugs DUID or Driving Under the Influence of Drugs It should be based on impairment not the fact that it 's in your system or because you look stoned A simple roadside sobriety test would confirm impairment,15,1,marijuana,0
anything good driver stone take little people not not personally obey speed limit much good less rolling stop stop sign completely void road rage drive bake," If anything I'm a better driver when I'm stoned. It does take a little getting used to and some people just cannot and should not do it but personally i find myself obeying speed limits much better, making less rolling stops at stop signs, and I am completely void of any road rage when I drive baked. † ",2,2,grasscity,1
friend actually consider section high way smoking spot cause smoke many time drive haha yeah high driving totally easy cause ur much worried fuck ur sober," some of my friends and i actually consider this one section of the high way a 'smoking spot' cause we've smoked so many times while driving haha, but yeah high driving is totally easy, cause ur so much more worried about fucking up then when ur sober † ",1,2,cannabis,1
driving high away avoid definitely not hard good driver suck drive begin not suggest drive high, driving makes my high go away so i try to avoid it. definitely not hard at all if your a good driver. if you suck at driving to begin with i wouldn't suggest driving high † ,3,2,grasscity,1
habitual addict yea way concentrated road everything around not drive sober adhd act easily distracted forget shitclick expand mad add weed help control probably feel drive well high time dad friend airport drop home needless blitz mind kind paranoid everyone comment well drive must something right, habitual addict said: yea it makes me way more concentrated on the road and everything around me. i try not to drive at all sober because thats when my adhd acts up and i easily get distracted and forget shitClick to expand... this.. i have mad ADD and weed helps me control it.. thats probably why i feel i drive better when im high.. one time i went to get my dad and a few of his friends from the airport and dropped them off at their homes.. needless to say i was blitzed out of my mind and kind of paranoid.. but everyone was commenting on how well i was driving so i must have been doing something right.. † ,3,1,grasscity,1
green day94 burger king order bunch food eat parking lot proceed drive mile mcdonalds haha funny whopper jrs nt good enough double cheeseburger mcchickens lol 11pmclick expand lol funny hell really high bk order like double cheeseburger mcds order fish sandwich apple pie big mac tim hortons tractor wheel home take like hour eat really high home know high convenience store middle night spend chocolate candy bar man day,Green Day94 said When you go to burger king and order a bunch of food eat it in the parking lot then proceed to drive miles to mcdonalds HAHA so funny whopper jr 's werent good enough we had to have some double cheeseburgers and mcchickens lol Its was 11pmClick to expand LOL that 's funny as hell I did that once I got really high went to BK ordered like double cheeseburgers went to McDs ordered fish sandwiches apple pies and big macs went to Tim Horton 's and got tractor wheels came home it took like hours to eat it but then I got really high again when I got home I 've been known to get high and go to any convenience store in the middle of the night and spend on chocolate candy bars .man those were the days,1,3,marijuana,0
drive high acceptable drive drunk opinion must though rather drive sober high drunk safe,Driving high is more acceptable than driving drunk in my opinion I must say though I would rather drive sober than high OR drunk It 's just safer,3,2,marijuana,0
know everyone always death marijuana know true anyone ever die drive high something stupid high reason friend argument wonder link page thanks," I know everyone always says there has been no deaths because of marijuana, which i know is true. But has anyone ever died from driving while high or doing something stupid while high? Reason I ask is because my friends and I are having an argument about this so I was wondering if you could link me to a page that says so. Thanks † ",1,3,grasscity,0
highpopalorum shrug reliable test devise sensible limit set not penalize responsible marijuana user people not drive high put public risk deserve face penalty sobriety proper standard operate vehicle click expand michigan state trooper alcohol affect different people differently let drive away blow citation even marijuana people actually leave house understand otherwise stay home asshat probably much time piss decent folk," HighPopalorum said: ? *shrug* If a reliable test can be devised and sensible limits set which do not penalize responsible marijuana users, I'm all for it. People should not drive when high. When they do so, they put the public at risk and deserve to face a penalty. Sobriety is the proper standard for operating a vehicle.Click to expand... A Michigan State Trooper told me once, ""alcohol affects different people differently.""  Then he let me drive away after blowing a .12.  No citation. Even more so for marijuana.  Most people who actually leave their houses understand this.  Otherwise stay home (asshat).  Probably why you have so much time to piss off decent folk on forums. † ",2,3,cannabis,1
drive high rock everyone drive like grandma reality high think always gon na pull, Driving high rocks ass. Everyone tells me I drive like a Grandma When in reality I am so high I think I am always gonna get pulled over † ,2,2,grasscity,1
smoking bowl drive nt smart flick add paraphnaleia charge whatever charge second ususally smoke reggie gram good bud easy gauge weather hop car not," smoking bowls while driving isnt smart. if you get flicked add a paraphnaleia charge to whatever other charge you get. second, if you ususally smoke reggie just get a few grams of better bud and try it when your by yourself. then it should be easier to gauge weather you should hop in the car or not † ",1,1,grasscity,0
drive high daily basis not like decent driver not matter run red light high nt pay attention, I drive high on a daily basis. I don't like doing it but I am a decent driver so it doesn't matter. I have ran one red light because I was so high and wasnt paying attention but thats it. † ,2,2,grasscity,1
